model,seed,round,train_loss,ihm_loss,los_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_los_kappa,val_pheno_macro_auroc
ST-IHM,123,40,0.36179176045627126,0.36179176045627126,2.6484793298612765,0.7217871444981273,73.8,0.6984126984126984,0.05,0.05229325034437016,0.47971412919784734
ST-IHM,123,41,0.35439403028022953,0.35439403028022953,2.6832172017756517,0.7241816835674814,73.6,0.6984126984126984,0.05,0.017175186906445705,0.48097603147830037
ST-IHM,123,42,0.35475055933967836,0.35475055933967836,2.7070332542667543,0.7258929726554126,73.8,0.6666666666666667,0.045454545454545456,0.035759360538493934,0.45802609482452433
ST-IHM,123,43,0.35211552122259526,0.35211552122259526,2.7088776720248586,0.7269147489129043,73.7,0.7142857142857143,0.05263157894736842,-0.025245952839519026,0.4838467552910765
ST-IHM,123,44,0.353292868995085,0.353292868995085,2.710946767310786,0.7273522348907905,73.8,0.6666666666666667,0.045454545454545456,0.03305397949091671,0.49066305855733244
ST-IHM,123,45,0.35038261224583883,0.35038261224583883,2.753654113629969,0.731760366176202,73.6,0.7301587301587302,0.05555555555555555,0.03305397949091671,0.457227198222214
ST-IHM,123,46,0.35406720335406017,0.35406720335406017,2.7729239037366415,0.7326632389208165,73.6,0.6984126984126984,0.05,0.05016351643478745,0.4366013263525815
ST-IHM,123,47,0.3547254986152416,0.3547254986152416,2.799781200362415,0.7355769504376544,73.7,0.6984126984126984,0.05,-0.016548206825457212,0.4413096038675104
ST-IHM,123,48,0.3517615552840194,0.3517615552840194,2.8199096772728898,0.7379589502404376,73.7,0.7142857142857143,0.05263157894736842,0.03305397949091671,0.4636771992213497
ST-IHM,123,49,0.3509181751226022,0.3509181751226022,2.874703108779783,0.7413709759712219,73.7,0.6825396825396826,0.047619047619047616,0.011479006173154449,0.47230481155974025
ST-IHM,123,50,0.3510234469805307,0.3510234469805307,2.871081767043447,0.7413071282510835,73.7,0.6984126984126984,0.05,-0.011297143850298452,0.43792877229356636
ST-IHM,7,1,0.4065417945384979,0.4065417945384979,2.3315602744497905,0.7073826208347227,73.6,0.6031746031746033,0.038461538461538464,0.0074282272636017055,0.49895983059202925
ST-IHM,7,2,0.3962510499527784,0.3962510499527784,2.340562998763914,0.7131232125003163,73.6,0.31746031746031744,0.022727272727272728,-0.06895494943303704,0.4488633798675624
ST-IHM,7,3,0.3942333956559499,0.3942333956559499,2.3402516531750437,0.7151163797068402,73.5,0.4444444444444444,0.027777777777777776,0.04732615752605507,0.4801117913127964
ST-IHM,7,4,0.391806591817034,0.391806591817034,2.3412512724961694,0.714679053159264,73.6,0.31746031746031744,0.022727272727272728,-0.08162052988000479,0.4865370334931259
ST-IHM,7,5,0.3862048803063912,0.3862048803063912,2.345973388935492,0.7192922336299244,73.8,0.746031746031746,0.058823529411764705,-0.05699227846549815,0.4894983346956614
ST-IHM,7,6,0.3887556625333259,0.3887556625333259,2.353188285982706,0.7191229840604271,73.7,0.33333333333333337,0.023255813953488372,0.031199445343193855,0.516492985248202
ST-IHM,7,7,0.381826089528518,0.381826089528518,2.3597180668900655,0.7267057386840262,73.8,0.6984126984126984,0.05,-0.11573704243221661,0.45170839838080296
ST-IHM,7,8,0.38447394942849633,0.38447394942849633,2.333965747337031,0.712255814695746,73.8,0.7301587301587302,0.05555555555555555,-0.04066481994459825,0.5072685265000564
ST-IHM,7,9,0.381518020256748,0.381518020256748,2.3389063094689595,0.7165203210784168,73.8,0.7619047619047619,0.0625,-0.05740688882665923,0.4942733519962534
ST-IHM,7,10,0.3790577805139185,0.3790577805139185,2.3396671244768594,0.7211681066489801,73.8,0.4285714285714286,0.02702702702702703,-0.08669674429947571,0.5082916578360896
ST-IHM,7,11,0.37932465776679963,0.37932465776679963,2.3388521458075298,0.7229550742521519,73.7,0.33333333333333337,0.023255813953488372,-0.03839713609330797,0.49935231965778126
ST-IHM,7,12,0.3770892377791366,0.3770892377791366,2.3411092952014956,0.7246466075501791,73.7,0.8095238095238095,0.07692307692307693,0.017018708509354274,0.5023496576676709
ST-IHM,7,13,0.3811008491651799,0.3811008491651799,2.336634383938177,0.7244915191720172,73.9,0.6825396825396826,0.047619047619047616,-0.05031145184475316,0.4821911743944159
ST-IHM,7,14,0.37438463437847974,0.37438463437847974,2.3397485201920922,0.7247499358363267,73.8,0.8253968253968254,0.08333333333333333,0.0833194003232458,0.49251760248061194
ST-IHM,7,15,0.3746287524700165,0.3746287524700165,2.332415051576568,0.719987764591124,73.7,0.8412698412698413,0.09090909090909091,-0.09269133408735919,0.49558219311898793
ST-IHM,7,16,0.3726917896571198,0.3726917896571198,2.334791557575629,0.721925738865767,73.8,0.04761904761904767,0.01639344262295082,0.0776012063565712,0.5068381070728946
ST-IHM,7,17,0.3734125967432813,0.3734125967432813,2.338160803647545,0.7229326110545212,73.6,0.5555555555555556,0.034482758620689655,0.10665578738780745,0.4940864438916006
ST-IHM,7,18,0.36644342202481217,0.36644342202481217,2.34173442096245,0.7242658395108169,73.7,0.8412698412698413,0.09090909090909091,-0.23204477147890978,0.5008169834676779
ST-IHM,7,19,0.36680036601496907,0.36680036601496907,2.34482634552126,0.7275737809941052,73.7,0.5873015873015873,0.037037037037037035,-0.09095007325594495,0.5096320655935344
ST-IHM,7,20,0.3700531803495516,0.3700531803495516,2.3399921374592356,0.7226589312398337,73.7,0.8571428571428572,0.1,0.030353086929589046,0.49719996064991673
ST-IHM,7,21,0.3692057183602961,0.3692057183602961,2.3428768898413432,0.7227428090281602,73.7,0.46031746031746035,0.02857142857142857,0.2050432738540442,0.5043562468183842
ST-IHM,7,22,0.3680900977394445,0.3680900977394445,2.341298178928654,0.720087468624115,73.8,0.9206349206349207,0.16666666666666666,-0.009447279834944089,0.5161770238246383
ST-IHM,7,23,0.3661554590231035,0.3661554590231035,2.339828605574321,0.7196623775047984,73.7,0.6666666666666667,0.045454545454545456,-0.13268888568268178,0.5087966750543295
ST-IHM,7,24,0.36574596154495953,0.36574596154495953,2.340261379877726,0.7211468180989832,73.7,0.38095238095238093,0.025,0.15378908320084794,0.5164996457167847
ST-IHM,7,25,0.36329666785592957,0.36329666785592957,2.3424006962194674,0.7198787971240718,73.6,0.7619047619047619,0.0625,0.008415538092849562,0.5065964456584698
ST-IHM,7,26,0.36493575330672223,0.36493575330672223,2.343922087816688,0.7209752386178427,73.9,0.6031746031746033,0.038461538461538464,0.019394247900229034,0.5026336287770339
ST-IHM,7,27,0.3617121416136501,0.3617121416136501,2.345808975095671,0.7194118901966063,73.8,0.6190476190476191,0.04,-0.03980211378457388,0.5093445719077524
ST-IHM,7,28,0.36491127106232374,0.36491127106232374,2.3447733099867656,0.7196724424517251,73.7,0.746031746031746,0.058823529411764705,-0.0031880977683316214,0.512358237125733
ST-IHM,7,29,0.36182446196311857,0.36182446196311857,2.3457922024455495,0.7196978446913929,73.8,0.7619047619047619,0.0625,-0.027129619292173723,0.5163430370500159
ST-IHM,7,30,0.3583819954618206,0.3583819954618206,2.353165114798197,0.7228588195351081,73.8,0.6507936507936508,0.043478260869565216,0.14706962589852568,0.4976026434161201
ST-IHM,7,31,0.36015154130575133,0.36015154130575133,2.353146273915361,0.7198006777259393,73.8,0.6031746031746033,0.038461538461538464,0.10399999999999998,0.49242753234126546
ST-IHM,7,32,0.3584019368499275,0.3584019368499275,2.354204710906114,0.7209155549847983,73.8,0.5555555555555556,0.034482758620689655,0.08686163247490175,0.5130845011042072
