n_sites,seed,convergence_round,round,train_loss,ihm_loss,los_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_los_kappa,val_pheno_macro_auroc
2,123,50,48,1.9554505386972816,0.35282030204931897,1.602630237253701,0.7775907511633586,51.5,0.5555555555555556,0.034482758620689655,0.010647705967667731,nan
2,123,50,49,2.011859575907389,0.3557066211128623,1.6561529616999433,0.7664312671839706,51.3,0.4920634920634921,0.030303030303030304,0.02696308666457925,nan
2,123,50,50,1.9134227783699347,0.35326076111173244,1.5601620102316383,0.7801631911983334,51.2,0.7301587301587302,0.05555555555555555,0.02696308666457925,nan
2,7,43,1,2.4905370774307873,0.4173703525609117,2.0731667280197144,0.7166456531702987,51.1,0.47619047619047616,0.029411764705882353,0.0,nan
2,7,43,2,2.441310638334693,0.39723725229259427,2.0440733917360383,0.7065541739386272,51.1,0.25396825396825395,0.020833333333333332,0.02832665469117035,nan
2,7,43,3,2.386666249453537,0.3937685484808635,1.99289770630317,0.7012597177086807,51.3,0.23809523809523814,0.02040816326530612,0.02696308666457925,nan
2,7,43,4,2.2069839326346794,0.3915028324941309,1.8154810986867764,0.7003040236186205,51.5,0.09523809523809523,0.017241379310344827,0.008447504791651905,nan
2,7,43,5,2.194303771344627,0.3898217742278324,1.804481989969083,0.7004367248798774,51.2,0.2857142857142857,0.021739130434782608,0.02696308666457925,nan
2,7,43,6,2.1176897578123137,0.3901082187648711,1.7275815436510535,0.6947534152162753,51.1,0.2857142857142857,0.021739130434782608,0.02696308666457925,nan
2,7,43,7,2.061639761537071,0.38395540840257475,1.6776843478039998,0.6939107063339978,51.2,0.1428571428571429,0.01818181818181818,0.008447504791651905,nan
2,7,43,8,2.0587082209625867,0.3851104911749925,1.6735977244570972,0.6883732434210739,51.3,0.2857142857142857,0.021739130434782608,0.02696308666457925,nan
2,7,43,9,2.046802865780466,0.3867527699567438,1.6600500878279771,0.6879509125298601,51.5,0.3650793650793651,0.024390243902439025,0.02696308666457925,nan
2,7,43,10,2.0108441502098144,0.38335258883189377,1.6274915662238267,0.6902066314123511,51.6,0.19047619047619047,0.019230769230769232,0.02696308666457925,nan
2,7,43,11,1.990688260008649,0.37917408407703646,1.6115141748412838,0.7000419608945769,51.7,0.23809523809523814,0.02040816326530612,0.02696308666457925,nan
2,7,43,12,1.994962452872982,0.38118636850419085,1.6137760838842004,0.704294092286893,51.3,0.2222222222222222,0.02,0.006119777848526686,nan
2,7,43,13,1.982229493497833,0.37807083505440536,1.6041586534763739,0.7046096513910991,51.2,0.17460317460317465,0.018867924528301886,0.02696308666457925,nan
2,7,43,14,1.9592658320093543,0.3765073588223961,1.5827584693102332,0.7000555081096121,51.2,0.2222222222222222,0.02,0.02696308666457925,nan
2,7,43,15,1.953651004690465,0.3756781725621805,1.5779728327340228,0.6993427523752538,51.3,0.15873015873015872,0.018518518518518517,0.02696308666457925,nan
2,7,43,16,1.9877069626397235,0.3744520958119292,1.6132548621030358,0.7055064279858659,51.2,0.2063492063492064,0.0196078431372549,0.02696308666457925,nan
2,7,43,17,1.988245210027307,0.37478891063511854,1.6134563044803898,0.7048873348933894,51.4,0.2857142857142857,0.021739130434782608,0.02696308666457925,nan
