round,seed,epsilon_level,mode,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc,epsilon_ihm,epsilon_decomp,epsilon_pheno,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,grad_sim_ihm_decomp,grad_sim_ihm_pheno,grad_sim_decomp_pheno,sigma_decomp,sigma_ihm,sigma_pheno
1,42,10.0,uniform,0.5726052194021546,0.1826085720808457,0.4637487479656105,0.0975722745856725,0.5462252967214976,2.506285783701607,2.506285783701607,2.506285783701607,1.0424766996021355,0.40874584155832316,1.3618818495471405,0.4645837403541049,6.3,-0.040412481874227524,-0.06229908764362335,0.020600575953722,1.0833041667938232,0.894551694393158,0.890873908996582
2,42,10.0,uniform,0.5242189556530751,0.16315847084945156,0.4597550110647375,0.09547747957546397,0.5479112258845433,2.7301897070327326,2.7301897070327326,2.7301897070327326,0.9181396885730294,0.39756483158430156,1.3607776297752514,0.44901952720104865,5.7,,,,1.1289788484573364,0.810512125492096,0.8095270991325378
3,42,10.0,uniform,0.6265144396573268,0.24612361736745259,0.4936368445646539,0.10665615102316386,0.5366385151530946,2.906618915658119,2.906618915658119,2.906618915658119,0.8482560255121456,0.3954717985407234,1.3561513064730115,0.44888908334694577,5.7,,,,1.1522687673568726,0.746015727519989,0.7503841519355774
4,42,10.0,uniform,0.6474750175768299,0.27133525648063306,0.46113770409091925,0.09349469820552428,0.5483582195275507,3.058416147110804,3.058416147110804,3.058416147110804,0.8029608801983329,0.38639378547668457,1.3538910952197412,0.44937984873113673,5.8,,,,1.1604474782943726,0.696379542350769,0.7114591002464294
5,42,10.0,uniform,0.6385079187367341,0.26773927701415495,0.5193742010131234,0.11589644700337226,0.5497004240291763,3.19795811145792,3.19795811145792,3.19795811145792,0.7872803584717246,0.3852451741695404,1.3580829998291215,0.4509521017428569,5.7,,,,1.1650711297988892,0.6628668308258057,0.6892685294151306
6,42,10.0,uniform,0.6681107157018571,0.2862100224950475,0.5124947976041836,0.11930310676191244,0.549887322824731,3.331748160829702,3.331748160829702,3.331748160829702,0.7627374839574489,0.37868401212983777,1.3385962240040041,0.4485007031255414,5.8,-0.016707435250282288,-0.3181745409965515,-0.004795973189175129,1.1588877439498901,0.638982892036438,0.6772080659866333
7,42,10.0,uniform,0.671958042191056,0.2845152423534322,0.5170920656411959,0.11612354202403002,0.5359657507016927,3.452646963989158,3.452646963989158,3.452646963989158,0.7687653908302691,0.38176659133496765,1.3513475216632327,0.4484636666472822,5.7,,,,1.162642240524292,0.6274083852767944,0.6717644333839417
8,42,10.0,uniform,0.6596854996984449,0.27874446003650116,0.4772281422204624,0.09677271908538,0.5365077646192836,3.573259894795332,3.573259894795332,3.573259894795332,0.7618314789111957,0.3777889652283431,1.3459544382241095,0.4490618081072012,5.7,,,,1.162939190864563,0.6205884218215942,0.6704312562942505
9,42,10.0,uniform,0.6916382605102779,0.30566605229882166,0.5210815448268228,0.11698689620221721,0.538350048861681,3.68499472227321,3.68499472227321,3.68499472227321,0.7629442208458763,0.3750271180311145,1.3576803532750326,0.44958136006213695,5.7,,,,1.162796974182129,0.6159312725067139,0.6708288192749023
10,42,10.0,uniform,0.7008669292361827,0.31550790706312143,0.4941153053154381,0.10522018012484136,0.5474599334702702,3.7952653138846495,3.7952653138846495,3.7952653138846495,0.7550468513799026,0.3748717266399267,1.3398222381891642,0.44869085977171186,5.8,,,,1.1580532789230347,0.6139037013053894,0.6700167655944824
11,42,10.0,uniform,0.7090118322887199,0.31618415594760657,0.5063264326413481,0.10836494446892411,0.5464630650271118,3.9032200300452793,3.9032200300452793,3.9032200300452793,0.7539933256186773,0.37105309579309936,1.3491245437917752,0.4491990605556288,5.7,0.025129906833171844,0.24450019001960754,0.0013459011679515243,1.1630877256393433,0.6092296242713928,0.6705089211463928
12,42,10.0,uniform,0.7014704559313054,0.31896160822159214,0.49273101564603916,0.10299550963936875,0.5450924602608658,4.005142924971674,4.005142924971674,4.005142924971674,0.752427159308346,0.36867717630738256,1.356195677836389,0.4483393740445766,5.7,,,,1.1621053218841553,0.6089949607849121,0.6694155335426331
13,42,10.0,uniform,0.7148155182582445,0.30996416006486915,0.511086558286525,0.11016830480855133,0.5402074698291787,4.107065819898066,4.107065819898066,4.107065819898066,0.7475615885580471,0.3690500036858055,1.345215963224136,0.44720882398592854,5.7,,,,1.1590615510940552,0.6080272197723389,0.6679610013961792
14,42,10.0,uniform,0.7185391405180084,0.3305955644801075,0.483354994459648,0.10868193133535994,0.5443077604530997,4.207482127260667,4.207482127260667,4.207482127260667,0.7439611098651803,0.36267483052207916,1.3554468079425361,0.448344082941655,5.7,,,,1.1624032258987427,0.6043108105659485,0.6698378324508667
15,42,10.0,uniform,0.677140291425506,0.3117419351613806,0.49247768158889416,0.10166428044856643,0.5432762873177551,4.302488595053097,4.302488595053097,4.302488595053097,0.7564420716991591,0.3740768711769945,1.3488210377214256,0.4478491995011875,5.7,,,,1.161541223526001,0.6095803380012512,0.6688970923423767
16,42,10.0,uniform,0.732139108529844,0.3522296490475114,0.5076021505719708,0.10858178179902966,0.543499970296174,4.397495062845527,4.397495062845527,4.397495062845527,0.7502764022246199,0.36932839075811047,1.353212285250035,0.44663712967951746,5.7,0.0018366032745689154,-0.08814820647239685,0.0041597457602620125,1.1605933904647827,0.6090463995933533,0.6681216955184937
17,42,10.0,uniform,0.7558386730243143,0.35600215073491925,0.4971196556359909,0.10438690204845842,0.5424892205269799,4.492501530637958,4.492501530637958,4.492501530637958,0.745404771712149,0.3643866273123104,1.3530245540443986,0.4483236555969871,5.7,,,,1.1628721952438354,0.6052919626235962,0.6687628626823425
