task_config,seed,round,train_loss,ihm_loss,los_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_los_kappa,val_pheno_macro_auroc
all_tasks,123,43,2.359543608456123,0.35213246384287267,1.5631493833976062,0.44426175467367096,75.3,0.4285714285714286,0.02702702702702703,0.02696308666457925,0.6532440414523356
all_tasks,123,44,2.350829797062447,0.35408867108143444,1.5519418813348786,0.4447992608799198,75.2,0.6190476190476191,0.04,0.02696308666457925,0.6701488697275881
all_tasks,123,45,2.3758067716427935,0.35270426186119636,1.578091828803706,0.44501067104378367,75.1,0.6984126984126984,0.05,0.02696308666457925,0.6478471768823003
all_tasks,123,46,2.379357430993057,0.3527307907740275,1.5825487850158195,0.444077870467814,75.2,0.6190476190476191,0.04,0.02696308666457925,0.6556118542250211
all_tasks,123,47,2.42200850858921,0.35481862009056214,1.6242639844010516,0.44292590433989115,75.1,0.6031746031746033,0.038461538461538464,0.02696308666457925,0.6671607113715267
all_tasks,123,48,2.3625173413656593,0.35105185513573933,1.5677955431666801,0.44366993555208534,75.0,0.6349206349206349,0.041666666666666664,0.02696308666457925,0.6776313214448432
all_tasks,123,49,2.353555953599573,0.35285623323142046,1.5575094290865146,0.4431902863145844,74.9,0.6190476190476191,0.04,0.02696308666457925,0.6364231756202584
all_tasks,123,50,2.3497338818340765,0.34858580357660124,1.5580629197562612,0.4430851483248114,75.1,0.5555555555555556,0.034482758620689655,0.02696308666457925,0.6598651394680273
all_tasks,7,1,2.9709877618929235,0.41095929950233395,2.077752097835386,0.4822763643129085,75.2,0.4444444444444444,0.027777777777777776,0.0,0.5296313943858084
all_tasks,7,2,2.906879671220857,0.3967675848947308,2.052450404903753,0.4576616701556415,75.1,0.31746031746031744,0.022727272727272728,0.014517265680056402,0.5779889516567085
all_tasks,7,3,2.8282512591137148,0.3922626523952174,1.9789412389925825,0.4570473774177272,75.0,0.3650793650793651,0.024390243902439025,0.010647705967667731,0.5880458174499567
all_tasks,7,4,2.9157158843870086,0.3920026313725526,2.0686367692016976,0.4550764858722687,74.9,0.2857142857142857,0.021739130434782608,0.008447504791651905,0.6406932797316598
all_tasks,7,5,2.8570049448711115,0.38619357565554174,2.017020302090218,0.45379107827093546,75.0,0.6031746031746033,0.038461538461538464,0.008447504791651905,0.6720140359380512
all_tasks,7,6,2.871518460715689,0.3870068409336292,2.0315647939356363,0.4529468206370749,74.8,0.23809523809523814,0.02040816326530612,0.027636026244283962,0.675155605036348
all_tasks,7,7,2.639287789662679,0.38383046943482346,1.801243731646034,0.45421358749149293,74.8,0.6031746031746033,0.038461538461538464,0.02696308666457925,0.6562214778306504
all_tasks,7,8,2.54522463558166,0.38265519013734367,1.7111278559134258,0.45144160418975643,74.8,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6553461316124993
all_tasks,7,9,2.4976084620002807,0.38233920943930866,1.6624789296126947,0.45279033058057955,74.9,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6410027099698434
all_tasks,7,10,2.481033075146559,0.3795124018579964,1.6496665177306509,0.4518541555579116,74.8,0.5396825396825398,0.03333333333333333,0.02696308666457925,0.65248732222427
all_tasks,7,11,2.529742816599404,0.3800204391401958,1.697301562239484,0.4524208174003818,74.9,0.4444444444444444,0.027777777777777776,0.008447504791651905,0.5869094970301248
all_tasks,7,12,2.4759488551597286,0.3789456782302236,1.6464776139918382,0.45052556584521036,74.8,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6679450012032767
