round,seed,epsilon_level,mode,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,sigma_decomp,sigma_ihm,sigma_pheno
3,42,2.0,uniform,0.5755755755755756,0.5444378160562178,0.4434523809523809,0.547724409171419,0.5067838499509272,1.0351640582084656,0.693715900182724,0.6931431740522385,0.6921244859695435,1.0,0.9940240383148193,0.9940184354782104,0.9940219521522522
4,42,2.0,uniform,0.5105105105105104,0.4607628401163101,0.41071428571428575,0.5454617172665719,0.5141513978104134,1.033164232969284,0.6938778311014175,0.6929130107164383,0.6917810440063477,0.9,0.9920446276664734,0.9920356273651123,0.9920423030853271
5,42,2.0,uniform,0.47147147147147145,0.4301119286687733,0.4027777777777778,0.5267130203258761,0.5086401433206451,1.0311545133590698,0.6940828412771225,0.6924982815980911,0.6915223598480225,1.0,0.9900733828544617,0.9900615215301514,0.9900708794593811
1,123,2.0,uniform,0.5294117647058824,0.5707691929958423,0.4588744588744588,0.32043843605865086,0.4965297014026826,1.043019562959671,0.6955676823854446,0.6972601115703583,0.6945787072181702,1.0,0.9980024695396423,0.998001217842102,0.998002290725708
2,123,2.0,uniform,0.6107843137254901,0.642583969327006,0.5330086580086579,0.3672511131617029,0.4885308853204656,1.0375476479530334,0.6938168257474899,0.6930473148822784,0.6932587623596191,0.9,0.9960083961486816,0.996006965637207,0.9960092306137085
3,123,2.0,uniform,0.6470588235294118,0.6635659391943649,0.5670995670995671,0.4147499078967323,0.48566545195118677,1.035667061805725,0.6931609362363815,0.6940439194440842,0.6927732974290848,0.9,0.9940202832221985,0.9940187335014343,0.9940220713615417
4,123,2.0,uniform,0.6470588235294118,0.6561178678873885,0.5887445887445888,0.3867281415326431,0.48680897717760074,1.033356100320816,0.6931194812059402,0.6934641748666763,0.6923626363277435,1.0,0.9920393228530884,0.9920380115509033,0.9920420050621033
5,123,2.0,uniform,0.6647058823529411,0.6818194786180112,0.6158008658008658,0.4114276977505275,0.48783012170506096,1.031252145767212,0.6931447386741638,0.692990317940712,0.6921564489603043,0.9,0.9900668263435364,0.9900661706924438,0.9900702834129333
1,7,2.0,uniform,0.5610948191593353,0.6054160198480337,0.35294117647058826,0.46204246848146024,0.5009771774882666,1.0465895235538483,0.6975130885839462,0.7029477506875992,0.694076418876648,0.9,0.9980043768882751,0.9980039000511169,0.9980021119117737
2,7,2.0,uniform,0.5757575757575757,0.5419150509687847,0.3833333333333333,0.4133820168415917,0.5051652680557102,1.0318343937397003,0.6899310797452927,0.6852737367153168,0.6935607492923737,1.0,0.9960035681724548,0.9960079789161682,0.9960094690322876
3,7,2.0,uniform,0.5826001955034212,0.5436170724167069,0.3862745098039216,0.4204026629614904,0.4963065648122601,1.0292277932167053,0.6897313594818115,0.6840833723545074,0.6934266537427902,1.0,0.9940047860145569,0.9940170645713806,0.9940232038497925
4,7,2.0,uniform,0.5982404692082111,0.5705418460507449,0.4529411764705882,0.4316953326983503,0.5034405666463129,1.0278480052947998,0.6897695660591125,0.6851538717746735,0.6931874006986618,1.0,0.992013692855835,0.9920337200164795,0.9920445084571838
5,7,2.0,uniform,0.6021505376344086,0.6006085507257708,0.47058823529411764,0.44559840472888745,0.5049454758217602,1.0259164571762085,0.6897909790277481,0.6851604580879211,0.6928930133581161,0.9,0.9900314211845398,0.990059494972229,0.990074098110199
1,17,2.0,uniform,0.37931034482758624,0.4748770763129532,0.6162109375,0.6422961550013875,0.48397867625504504,1.0420796573162079,0.6946975886821747,0.6961290538311005,0.6946998834609985,0.9,0.9980028867721558,0.9980021119117737,0.9980021715164185
2,17,2.0,uniform,0.3921182266009852,0.49113681113988206,0.6181640625,0.5877144321402252,0.5008646291826655,1.0366776287555695,0.6919001191854477,0.69309401512146,0.6933930963277817,0.9,0.9960094690322876,0.9960082173347473,0.9960092306137085
