round,seed,epsilon_level,mode,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc,epsilon_ihm,epsilon_decomp,epsilon_pheno,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,grad_sim_ihm_decomp,grad_sim_ihm_pheno,grad_sim_decomp_pheno,sigma_decomp,sigma_ihm,sigma_pheno
1,42,1.0,uniform,0.5411231177797549,0.16130048605896982,0.49597007251953495,0.10639733513931557,0.5362794169053852,0.12243404449614997,0.12243404449614997,0.12243404449614997,1.0430772072883672,0.40950858911832866,1.3619879197866116,0.46507622737551363,7.2,-0.040412481874227524,-0.06229908764362335,0.020600575953722,1.0835232734680176,0.8943809866905212,0.8908355236053467
2,42,1.0,uniform,0.4853883229871614,0.14142912460238793,0.5222907359567246,0.1547021540803975,0.5487750877394282,0.14200083778102024,0.14200083778102024,0.14200083778102024,0.9181868150244634,0.3978130425037775,1.3606258508419886,0.449125495930426,5.8,,,,1.1291521787643433,0.8103386163711548,0.8094716668128967
3,42,1.0,uniform,0.4933058101835654,0.14100375670320675,0.47716321206295886,0.10735556973638966,0.5466239975556938,0.16156763106589053,0.16156763106589053,0.16156763106589053,0.8511490980610577,0.3987955582454215,1.3563219441597119,0.4488947852209666,5.8,,,,1.1524478197097778,0.746566116809845,0.750304102897644
4,42,1.0,uniform,0.5633165728680389,0.16805046396232115,0.47585183576714984,0.1212847688778361,0.5496880993168329,0.18113442435076077,0.18113442435076077,0.18113442435076077,0.8140196904344851,0.3982285162246904,1.354346155860018,0.4481531887856113,5.8,,,,1.1606566905975342,0.7000536918640137,0.7110251784324646
5,42,1.0,uniform,0.5158195634281982,0.1560651823859892,0.495677886810769,0.10655751146488646,0.5430790245083231,0.20070121763563106,0.20070121763563106,0.20070121763563106,0.8024586077340305,0.3989803521003265,1.3579076171962454,0.45032066106796265,5.8,,,,1.1651002168655396,0.6693899035453796,0.6888352036476135
6,42,1.0,uniform,0.5193249331080834,0.15311504758389388,0.4747820848115588,0.10093761426852392,0.5485564175158599,0.22026801092050133,0.22026801092050133,0.22026801092050133,0.7862102326867882,0.39783865031196564,1.338398589317455,0.44849143707596056,5.8,0.034864213317632675,-0.20963533222675323,-0.0769556313753128,1.158821702003479,0.649218738079071,0.6770926117897034
7,42,1.0,uniform,0.510893469416316,0.15874989192974387,0.5175141116649689,0.11450385050431441,0.5486227864866321,0.2390323540744821,0.2390323540744821,0.2390323540744821,0.7888018042499843,0.3974543655673489,1.351884194596886,0.44830331297420517,5.8,,,,1.162827491760254,0.6388553380966187,0.6715961694717407
8,42,1.0,uniform,0.49232658916201005,0.13730837469203272,0.45062061521856445,0.10204304619580855,0.5509025167673698,0.2565769395000697,0.2565769395000697,0.2565769395000697,0.7858331260722797,0.3975920953734993,1.3452571229643175,0.4480215629896222,5.8,,,,1.162943720817566,0.6343899369239807,0.6699491739273071
9,42,1.0,uniform,0.5285677632609268,0.1568092669084984,0.5569134119094682,0.15514084658459332,0.5495375652734471,0.2731485616370893,0.2731485616370893,0.2731485616370893,0.7904841833499842,0.39685985049045763,1.3597957887503778,0.44826303376901616,5.8,,,,1.1631879806518555,0.6318668127059937,0.669981837272644
10,42,1.0,uniform,0.5839764287213731,0.17846854755045743,0.5201757159082079,0.11470711406767967,0.5346385328158904,0.2888802239892294,0.2888802239892294,0.2888802239892294,0.7842231778078205,0.3977215625833736,1.339859800047229,0.44832719947052835,5.7,,,,1.1581339836120605,0.6311953663825989,0.6697956919670105
