round,seed,epsilon_level,mode,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc,epsilon_ihm,epsilon_decomp,epsilon_pheno,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,grad_sim_ihm_decomp,grad_sim_ihm_pheno,grad_sim_decomp_pheno,sigma_decomp,sigma_ihm,sigma_pheno
1,42,2.0,uniform,0.5584916914075125,0.17141130494765727,0.5226898967610496,0.13426141494349547,0.5429760735040907,0.31181898382027073,0.31181898382027073,0.31181898382027073,1.0428650993447117,0.40938285064749325,1.3617202194497053,0.4649702807701311,6.3,-0.040412481874227524,-0.06229908764362335,0.020600575953722,1.083389401435852,0.8944315314292908,0.8908180594444275
2,42,2.0,uniform,0.4928997104404703,0.14604499002239377,0.4743722797191185,0.10125859816029384,0.548788625579692,0.3453364264323925,0.3453364264323925,0.3453364264323925,0.9184071335730074,0.3978593120408371,1.3609266109341618,0.4491788288131031,5.7,,,,1.1291916370391846,0.8103882670402527,0.8094833493232727
3,42,2.0,uniform,0.5034499735098014,0.14891550217553218,0.47546917360940366,0.1119707360008948,0.5430140967497683,0.37876997141548563,0.37876997141548563,0.37876997141548563,0.8508476201103243,0.39857747831979695,1.3559592897194441,0.44889655826393693,5.7,,,,1.1523293256759644,0.7465590238571167,0.75031977891922
4,42,2.0,uniform,0.5155921475720651,0.14965476347395001,0.45372236077537254,0.09655362880738559,0.5409761110580377,0.4080358139124246,0.4080358139124246,0.4080358139124246,0.8138822829879527,0.3979451389552204,1.3539220055638443,0.4484705927590616,5.7,,,,1.1604866981506348,0.6999692320823669,0.7111227512359619
5,42,2.0,uniform,0.5314958465367814,0.17316164985630228,0.5043109366867099,0.10853584976093701,0.541026530111397,0.4373016564093636,0.4373016564093636,0.4373016564093636,0.8025218089595112,0.39858833495446166,1.3588227939397488,0.4504836087143577,5.7,,,,1.1653321981430054,0.6691969037055969,0.6889397501945496
6,42,2.0,uniform,0.5301967438714342,0.15986956913637795,0.5182421809720577,0.10907184404834383,0.5428243753145746,0.46656749890630256,0.46656749890630256,0.46656749890630256,0.7866234958952691,0.397782128125299,1.3387122034505985,0.4488381316568133,5.7,0.06297727674245834,-0.3932111859321594,-0.049548473209142685,1.1589514017105103,0.6491050720214844,0.6773119568824768
7,42,2.0,uniform,0.5231435202308479,0.16015077766810557,0.4758268216900787,0.10037826219044427,0.5434954277830598,0.49583334140324153,0.49583334140324153,0.49583334140324153,0.7885098181437197,0.3972280997636537,1.3514867271398352,0.44842327213703803,5.7,,,,1.1627254486083984,0.6387208104133606,0.6717250347137451
8,42,2.0,uniform,0.5001528601084265,0.14259523452882986,0.47028753415485947,0.09497541156030401,0.5176690519735349,0.5250991839001806,0.5250991839001806,0.5250991839001806,0.7873315807252992,0.39804398473433533,1.3460881991157365,0.4485882264297602,5.7,,,,1.163226842880249,0.6346789598464966,0.6704357862472534
9,42,2.0,uniform,0.5535351919789677,0.21118524911651662,0.5130238187235157,0.1086026388779345,0.5404005860423798,0.5543650263971196,0.5543650263971196,0.5543650263971196,0.7921477919322435,0.3971947636536636,1.3599006937060294,0.4493455116405237,5.7,,,,1.1630867719650269,0.6320521831512451,0.6707854866981506
10,42,2.0,uniform,0.5365048265475107,0.17484882344446184,0.4971781992206252,0.1264761240750345,0.5484311202862419,0.5836308688940586,0.5836308688940586,0.5836308688940586,0.7859898475059776,0.39811424767866926,1.3410921185297737,0.44905757370474036,5.7,,,,1.1584680080413818,0.6314221620559692,0.6703906655311584
11,42,2.0,uniform,0.5571834254659109,0.18578126234609502,0.5450998487446659,0.12025501091793617,0.5396323268658436,0.6128967113909977,0.6128967113909977,0.6128967113909977,0.7902847410029199,0.398303481624116,1.3492687282083335,0.44993157339928974,5.7,0.003904790384694934,0.6572378277778625,0.0016803533071652055,1.1631821393966675,0.6295758485794067,0.6708020567893982
12,42,2.0,uniform,0.5448988041091463,0.18917599627540493,0.5262567977084976,0.10956606164682778,0.5357269491418636,0.6411876589137125,0.6411876589137125,0.6411876589137125,0.7919595315727084,0.3970967067251039,1.3567527889164255,0.45032543659730767,5.7,,,,1.1624101400375366,0.6313390731811523,0.670647919178009
13,42,2.0,uniform,0.5608833065099247,0.20263761783360695,0.5264978908343099,0.11660330177902983,0.5364406049391461,0.6687381052258351,0.6687381052258351,0.6687381052258351,0.7847823435562666,0.3960580829709898,1.3459915648901828,0.44866223041147124,5.7,,,,1.1594693660736084,0.6297861337661743,0.668897807598114
14,42,2.0,uniform,0.598271139678319,0.22128987686609763,0.4785751768814578,0.10065878441255491,0.5292664020715786,0.6954493263899526,0.6954493263899526,0.6954493263899526,0.7869072241554094,0.39408755992177275,1.3547728790466442,0.4498651683590818,5.7,,,,1.1621659994125366,0.6280971765518188,0.6709157824516296
15,42,2.0,uniform,0.6329408118995972,0.2266310803453968,0.5252003521130508,0.11474298990660982,0.5189605357049581,0.7210999520655896,0.7210999520655896,0.7210999520655896,0.7811653913368825,0.3902787956608435,1.3489927688540329,0.4509935401152315,5.7,,,,1.1615644693374634,0.6263275742530823,0.6716017127037048
16,42,2.0,uniform,0.6524202711663352,0.26124285273273806,0.5321835373311151,0.11531179898231775,0.5335063890939868,0.7460196048723817,0.7460196048723817,0.7460196048723817,0.7789786530894484,0.38765387080902614,1.3539308338186107,0.4504095888554269,5.7,0.008048688992857933,0.6749756932258606,-0.010640233755111694,1.1607660055160522,0.6248536705970764,0.6707558631896973
17,42,2.0,uniform,0.6413718590788076,0.2740079373162269,0.49231801726716423,0.10571075591544478,0.5399668881545129,0.7704882031433367,0.7704882031433367,0.7704882031433367,0.7756822219842386,0.3841302858820128,1.35421838172138,0.45144408641944284,5.7,,,,1.163319706916809,0.6209723949432373,0.6702269911766052
18,42,2.0,uniform,0.6545944667139825,0.2774630884950962,0.5191176736695438,0.12561179712354636,0.5372912349441944,0.7939076061739637,0.7939076061739637,0.7939076061739637,0.7674788284770266,0.37924460617735917,1.3566118257535076,0.44905433709444437,5.7,,,,1.1657662391662598,0.6173877120018005,0.668616771697998
19,42,2.0,uniform,0.6584063896358349,0.27819164662057694,0.5319616039239103,0.11275595380979365,0.5441106086336075,0.8172008072284668,0.8172008072284668,0.8172008072284668,0.7656018068957017,0.3803746770563084,1.3505119400253462,0.4480643648507814,5.7,,,,1.1632211208343506,0.6164100170135498,0.6682687401771545
20,42,2.0,uniform,0.6708576160154077,0.28046994587879975,0.5358159006504725,0.11234914047784776,0.5390473970631808,0.8394669080437991,0.8394669080437991,0.8394669080437991,0.7612880400695134,0.37785267380908066,1.3452710582179273,0.44892088190436885,5.7,,,,1.1628118753433228,0.6146556735038757,0.6708667874336243
21,42,2.0,uniform,0.6800842021785273,0.2945178547297933,0.4768907182872063,0.09834139478739069,0.5469996360661558,0.861591251872166,0.861591251872166,0.861591251872166,0.7567304337649366,0.3743514276748141,1.3473198468508158,0.4483100005372643,5.7,0.021377891302108765,0.013799533247947693,0.007362373638898134,1.160115122795105,0.6116171479225159,0.6696241497993469
22,42,2.0,uniform,0.6824616558540006,0.2921933794592641,0.5224136774844568,0.11847527689091124,0.5391865904589175,0.8831224650608255,0.8831224650608255,0.8831224650608255,0.7640733131935503,0.3789494513944767,1.3479509939272851,0.4492151178907619,5.8,,,,1.1634981632232666,0.6156980395317078,0.6701945066452026
